"","seqnames","start","end","width","strand","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"DMR_173","chr5",63985975,63987010,1035,"*",-0.517965740018628,4.14372592014903,344844,103459,103466,8,8,0.00736080936476539,0.656,0.0314212523103862,0.972
"DMR_174","chr20",982768,983354,586,"*",-0.5165510391674,4.1324083133392,260989,81130,81137,8,10,0.00749051525665553,0.66,0.0316482376211939,0.972
"DMR_175","chr13",96085241,96086275,1034,"*",0.395192110825549,5.53268955155768,122812,37810,37823,14,14,0.0040749267702152,0.668,0.0116194861484916,0.832
"DMR_176","chr10",64133565,64134403,838,"*",-0.394597857981102,5.52437001173543,52633,15606,15619,14,15,0.00408573559453938,0.668,0.0116735302701125,0.832
"DMR_177","chr6",30039142,30039801,659,"*",-0.440992172016787,5.29190606420145,368252,111456,111467,12,27,0.00473426505399008,0.668,0.0140298539727834,0.88
"DMR_178","chr2",154333269,154334716,1447,"*",-0.406954136776267,5.29040377809147,246532,77386,77398,13,13,0.00478830917561097,0.668,0.0140298539727834,0.88
"DMR_179","chr6",29855435,29856477,1042,"*",-0.458173921107492,5.03991313218242,368164,111263,111273,11,15,0.00528551509452317,0.668,0.0167752953511247,0.9
"DMR_180","chr2",176994142,176994665,523,"*",-0.479650014127997,4.79650014127997,249478,78274,78283,10,10,0.00597727985127058,0.668,0.0199206632294605,0.94
"DMR_181","chr7",2802374,2803065,691,"*",-0.476864712414184,4.76864712414184,389740,121798,121807,10,10,0.00607455927018818,0.668,0.0203205897294551,0.94
"DMR_182","chr13",38443634,38444227,593,"*",-0.515148273595809,4.12118618876647,118032,36725,36732,8,8,0.00758779467557314,0.668,0.0319616935265951,0.976
"DMR_183","chr5",111092845,111094068,1223,"*",0.328853964402537,5.2616634304406,349914,104895,104910,16,16,0.00428029443237459,0.672,0.0143541187025087,0.88
"DMR_184","chr19",9608746,9609786,1040,"*",-0.35046571794436,5.25698576916541,210958,65224,65238,15,15,0.00419382383778116,0.676,0.0143649275268329,0.88
"DMR_185","chr19",52390810,52391605,795,"*",-0.404365171412868,5.25674722836728,222063,70692,70704,13,14,0.00489639741885275,0.676,0.0143649275268329,0.88
"DMR_186","chr17",41363597,41364121,524,"*",-0.474731851881941,4.74731851881941,186281,58184,58193,10,12,0.00625830928369921,0.676,0.0205367662159387,0.94
"DMR_187","chr10",71892093,71893017,924,"*",-0.474063763024723,4.74063763024723,53615,15929,15938,10,15,0.00629073575667175,0.676,0.020558383864587,0.94
"DMR_188","chr7",101006019,101006573,554,"*",-0.501194559335047,4.51075103401543,403234,125563,125571,9,13,0.00664742695936963,0.676,0.0240496341212966,0.952
"DMR_189","chr7",134832131,134833335,1204,"*",-0.402439608575641,5.23171491148334,407616,126684,126696,13,13,0.00496125036479782,0.68,0.0145378687160198,0.884
"DMR_190","chr15",67417484,67418428,944,"*",-0.512559572220221,4.10047657776177,150050,46115,46122,8,8,0.00779316233773252,0.688,0.0325669876887491,0.976
"DMR_191","chr14",72399553,72400168,615,"*",-0.510404685515696,4.08323748412557,134411,41438,41445,8,8,0.00807419177016116,0.688,0.0330317671346888,0.976
"DMR_192","chr20",30639877,30640595,718,"*",-0.380272637229493,5.3238169212129,264986,82329,82342,14,16,0.0045721326891274,0.696,0.0136947804187339,0.876
"DMR_193","chr6",108486007,108487506,1499,"*",-0.3406535693571,5.10980354035649,378282,119260,119274,15,16,0.00458294151345158,0.696,0.0158781629322179,0.896
"DMR_194","chr10",45495435,45496315,880,"*",-0.445037437511307,4.89541181262438,50809,15147,15157,11,17,0.00611779456748489,0.696,0.0185695601889382,0.932
"DMR_195","chr15",45996608,45997356,748,"*",-0.494138097459415,4.44724287713473,146276,44981,44989,9,10,0.00719867699990272,0.696,0.0252061783239837,0.952
"DMR_196","chr10",124895243,124896232,989,"*",-0.434658517807292,5.21590221368751,63514,18766,18777,12,14,0.00505852978371542,0.7,0.0146891922565583,0.888
"DMR_197","chr4",42398974,42399858,884,"*",-0.394223069522135,5.12489990378775,323386,98037,98049,13,13,0.00539360333776495,0.7,0.0156944129187068,0.896
"DMR_198","chr11",14994887,14995770,883,"*",-0.317729725763932,5.08367561222291,70808,21212,21227,16,40,0.0045721326891274,0.7,0.0161591923646465,0.9
"DMR_199","chr11",32456759,32457878,1119,"*",-0.317708983993235,5.08334374389177,72825,21850,21865,16,16,0.0045721326891274,0.7,0.0161591923646465,0.9
"DMR_200","chr3",73673893,73674815,922,"*",-0.33840383214559,5.07605748218385,300870,92212,92226,15,15,0.00463698563507247,0.7,0.0162240453105916,0.9
"DMR_201","chr2",169312418,169312933,515,"*",-0.507263033337245,4.05810426669796,248118,77776,77783,8,10,0.00834441237826562,0.7,0.0335830171752219,0.976
"DMR_202","chr22",35937058,35937531,473,"*",-0.505993514377449,4.04794811501959,283430,87039,87046,8,11,0.00844169179718322,0.7,0.0338424289590021,0.976
"DMR_203","chr6",28956226,28956731,505,"*",0.264777520929602,4.50121785580323,367898,110859,110875,17,17,0.00458294151345158,0.704,0.0243090459050769,0.952
"DMR_204","chr11",796069,796607,538,"*",-0.503386208837132,4.02708967069705,66890,19547,19554,8,8,0.00860382416204589,0.704,0.0344801495941286,0.976
"DMR_205","chr1",10719929,10720716,787,"*",0.510780589656406,3.57546412759484,4228,1084,1090,7,8,0.00862544181069425,0.704,0.0490720624317693,0.988
"DMR_206","chr14",65005951,65006359,408,"*",-0.462995663404724,4.62995663404724,132680,40987,40996,10,10,0.00699330933774333,0.708,0.022190516337538,0.94
"DMR_207","chr20",21494547,21494977,430,"*",-0.491679277681904,4.42511349913714,263933,82051,82059,9,9,0.00742566231071046,0.708,0.0256709577699234,0.956
"DMR_208","chr10",75531971,75532174,203,"*",0.50149978569409,4.01199828555272,54689,16238,16245,8,11,0.00877676535123275,0.712,0.0348908849184474,0.976
"DMR_209","chr2",24232603,24232974,371,"*",-0.455419553023253,4.55419553023253,228401,72626,72635,10,10,0.00752294172962807,0.724,0.0233578693645492,0.948
"DMR_210","chr4",75230615,75231177,562,"*",-0.497915389546581,3.98332311637265,325741,98698,98705,8,10,0.00912264772960645,0.724,0.0357663996887059,0.976
"DMR_211","chr11",35160311,35161345,1034,"*",-0.370372613365298,5.18521658711417,73390,22035,22048,14,14,0.00499367683777036,0.728,0.0150675011079045,0.892
"DMR_212","chr15",40697447,40698392,945,"*",-0.366389650439902,5.12945510615862,144968,44218,44231,14,15,0.00516661802695721,0.736,0.0156295599727618,0.896
"DMR_213","chr1",197881327,197882469,1142,"*",-0.366232617549849,5.12725664569788,33487,11317,11330,14,14,0.00516661802695721,0.736,0.0156403687970859,0.896
"DMR_214","chr12",5602943,5603979,1036,"*",0.420445164177251,5.04534197012701,93153,28394,28405,12,15,0.00590161808100133,0.736,0.0166563982835587,0.9
"DMR_215","chr19",47217237,47218031,794,"*",-0.43050905490891,4.73559960399801,220001,69834,69844,11,11,0.00707977993233676,0.74,0.0206556632835047,0.94
"DMR_216","chr1",241587126,241587783,657,"*",-0.492785185044408,3.94228148035526,42161,13412,13419,8,8,0.00958742717554612,0.744,0.0368148556481512,0.976
"DMR_217","chr19",17392161,17392923,762,"*",-0.413401746118334,4.96082095342,213593,66740,66751,12,12,0.00630154458099593,0.748,0.0177913248375974,0.916
"DMR_218","chr7",27169957,27171051,1094,"*",-0.326286555878008,4.89429833817011,393359,122642,122656,15,32,0.00524227979722646,0.748,0.0186019866619108,0.932
"DMR_219","chr6",33385056,33385582,526,"*",-0.375912186455951,4.88685842392736,369789,116653,116665,13,49,0.00625830928369921,0.748,0.0187100749051526,0.932
"DMR_220","chr14",70345801,70346477,676,"*",-0.375142261411004,4.87684939834305,133979,41361,41373,13,13,0.00629073575667175,0.748,0.0188613984456911,0.932
"DMR_221","chr20",2781122,2781685,563,"*",-0.426252401679222,4.68877641847144,261468,81309,81319,11,11,0.00752294172962807,0.748,0.0215203692294389,0.94
"DMR_222","chr7",95225339,95226433,1094,"*",-0.425160831757304,4.67676914933035,401824,124930,124940,11,11,0.00757698585124896,0.748,0.0216068398240323,0.94
"DMR_223","chr18",23713407,23714084,677,"*",-0.424457036102008,4.66902739712208,200236,62673,62683,11,11,0.00762022114854567,0.748,0.0217149280672741,0.94
"DMR_224","chr8",33456955,33457681,726,"*",-0.448518129251618,4.48518129251618,418594,129175,129184,10,12,0.00817147118907876,0.748,0.0246008841618297,0.952
"DMR_225","chr6",108496460,108497995,1535,"*",-0.421968553249731,4.64165408574704,378291,119284,119294,11,11,0.00776073586475999,0.752,0.0220608104456478,0.94
"DMR_226","chr6",30431577,30431782,205,"*",-0.466247325577018,4.19622593019317,368412,111979,111987,9,10,0.00943610363500762,0.752,0.0301133845671606,0.968
"DMR_227","chr12",45443735,45445385,1650,"*",-0.303856532377416,4.86170451803865,98247,29935,29950,16,16,0.00536117686479242,0.76,0.0190667661078504,0.936
"DMR_228","chr22",30476089,30476525,436,"*",-0.4200164871146,4.6201813582606,282295,86708,86718,11,13,0.00790125058097431,0.764,0.0223094134051039,0.94
"DMR_229","chr19",12175268,12176022,754,"*",-0.417698259512384,4.59468085463623,211900,65847,65857,11,14,0.00809580941880952,0.764,0.0226552957834776,0.948
"DMR_230","chr3",122399120,122400006,886,"*",-0.407775144149838,4.89330172979805,304673,93173,93184,12,13,0.00676632402693559,0.768,0.0186019866619108,0.932
"DMR_231","chr2",163200302,163200833,531,"*",-0.442433159461572,4.42433159461572,247563,77691,77700,10,12,0.00864705945934261,0.768,0.0256817665942475,0.956
"DMR_232","chr4",5889238,5889876,638,"*",-0.480770360668105,3.84616288534484,318861,97150,97157,8,8,0.0108304419728266,0.768,0.0394954440805474,0.976
"DMR_233","chr6",30139478,30140145,667,"*",-0.32041135415883,4.80617031238244,368321,111659,111673,15,21,0.00558816217560016,0.772,0.0197261043916253,0.94
"DMR_234","chr22",41763093,41763512,419,"*",-0.441649672723507,4.41649672723507,285489,87605,87614,10,10,0.00871191240528768,0.772,0.0257898548374893,0.956
"DMR_235","chr4",141489799,141490428,629,"*",-0.45853861820174,4.12684756381566,331844,100499,100507,9,9,0.010127868391755,0.78,0.0318211788103808,0.976
"DMR_236","chr2",220119179,220119658,479,"*",-0.453433800877069,4.08090420789362,255190,80001,80009,9,15,0.0106791184322881,0.792,0.0331182377292822,0.976
"DMR_237","chr1",154127462,154128041,579,"*",-0.474811747682528,3.79849398146022,26543,8973,8980,8,8,0.0114681626079531,0.792,0.0410627236075532,0.976
"DMR_238","chr6",17101478,17102678,1200,"*",-0.397797107746288,4.77356529295545,365905,109633,109644,12,14,0.00736080936476539,0.796,0.0202557367835101,0.94
"DMR_239","chr15",40544720,40545511,791,"*",0.338984760989219,4.74578665384907,144876,44193,44206,14,18,0.00652852989180367,0.796,0.0205475750402629,0.94
"DMR_240","chr10",99531038,99531934,896,"*",-0.406833900295816,4.47517290325398,58927,17288,17298,11,17,0.0090469859593372,0.796,0.0247522077023682,0.952
"DMR_241","chr7",63505638,63506261,623,"*",-0.470388001763455,3.76310401410764,398284,123834,123841,8,8,0.0119761773511895,0.796,0.0421003707426743,0.976
"DMR_242","chr19",52074293,52074577,284,"*",-0.468798836647289,3.75039069317831,221957,70668,70675,8,8,0.0122139714863214,0.796,0.0425543413642898,0.976
"DMR_243","chr5",114515626,114516427,801,"*",-0.353000432566122,4.58900562335959,350300,105070,105082,13,15,0.00776073586475999,0.8,0.0227850016753678,0.948
"DMR_244","chr16",67197084,67197640,556,"*",-0.450909819688578,4.05818837719721,169105,52218,52226,9,9,0.0110141919863376,0.8,0.0335830171752219,0.976
"DMR_245","chr17",48278778,48279265,487,"*",-0.450397917284484,4.05358125556036,188586,59238,59246,9,9,0.0110682361079585,0.8,0.0336911054184636,0.976
"DMR_246","chr10",106014406,106015050,644,"*",-0.429000639968044,4.29000639968044,60732,18062,18071,10,13,0.0100954419187825,0.804,0.0282110314861053,0.96
"DMR_247","chr19",12305392,12306303,911,"*",-0.428181158961313,4.28181158961313,211942,65894,65903,10,10,0.0101602948647276,0.804,0.0283731638509679,0.96
"DMR_248","chr12",131199936,131201389,1453,"*",-0.392935675035946,4.71522810043135,113750,35508,35519,12,12,0.00768507409449074,0.808,0.0210555897834992,0.94
"DMR_249","chr16",22824877,22826243,1366,"*",-0.309836652915665,4.64754979373497,163379,50200,50214,15,15,0.00625830928369921,0.812,0.0220175751483511,0.94
"DMR_250","chr12",5018229,5019499,1270,"*",-0.30728200175965,4.60923002639476,93032,28367,28381,15,15,0.00639882399991353,0.812,0.0224607369456424,0.94
"DMR_251","chr6",33172353,33173137,784,"*",0.279366518474943,4.46986429559909,369676,115941,115956,16,49,0.00683117697288066,0.812,0.0248278694726375,0.952
"DMR_252","chr2",241497412,241497727,315,"*",-0.464655335020712,3.7172426801657,259930,80841,80848,8,11,0.0127436038782062,0.812,0.0437108855669769,0.984
"DMR_253","chr15",83316223,83316962,739,"*",-0.388769386621155,4.66523263945386,153883,47313,47324,12,12,0.00790125058097431,0.816,0.0217473545402467,0.94
"DMR_254","chr10",15760648,15762222,1574,"*",-0.349637459931601,4.54528697911082,47011,14286,14298,13,15,0.00804176529718863,0.816,0.0234983840807635,0.952
"DMR_255","chr11",24518149,24518776,627,"*",-0.344336447256963,4.47637381434052,72082,21597,21609,13,13,0.00857139768907336,0.816,0.0247197812293957,0.952
"DMR_256","chr6",29910755,29911550,795,"*",-0.306436051647289,4.59654077470933,368179,111293,111307,15,15,0.00651772106747949,0.82,0.0226336781348293,0.948
"DMR_257","chr16",84327808,84328855,1047,"*",-0.343370337730138,4.4638143904918,172827,53492,53504,13,13,0.00863625063501843,0.82,0.0249251488915551,0.952
"DMR_258","chr11",20181887,20182695,808,"*",-0.400470268218202,4.40517295040022,71842,21505,21515,11,13,0.00956580952689776,0.82,0.0259844136753245,0.956
"DMR_259","chr16",54964677,54965142,465,"*",-0.418321877756391,4.18321877756391,167235,51538,51547,10,10,0.011219559648497,0.824,0.0303727963509409,0.968
"DMR_260","chr14",57274550,57275413,863,"*",-0.417341341866108,4.17341341866108,131326,40485,40494,10,10,0.0113492655403872,0.824,0.030621399310397,0.972
"DMR_261","chr12",7055153,7056008,855,"*",0.416929811383636,4.16929811383636,93711,28718,28727,10,12,0.0113816920133597,0.824,0.0307619140266113,0.972
"DMR_262","chr6",33084479,33085063,584,"*",-0.275471595604361,4.40754552966978,369616,115693,115708,16,16,0.00714463287828183,0.828,0.025951987202352,0.956
"DMR_263","chr17",46691543,46692553,1010,"*",-0.326603580758487,4.57245013061882,187952,58925,58938,14,14,0.00732838289179286,0.832,0.0230660311077964,0.948
"DMR_264","chr12",31079289,31079808,519,"*",-0.39592436429355,4.35516800722905,97124,29689,29699,11,12,0.00998735367554071,0.832,0.0270869137563907,0.956
"DMR_265","chr20",43374276,43374889,613,"*",-0.41309748468795,4.1309748468795,267961,83294,83303,10,10,0.0118897067565961,0.832,0.0316914729184907,0.972
"DMR_266","chr4",38869262,38869779,517,"*",-0.441444369136054,3.97299932222448,322648,97780,97788,9,16,0.0121599273647005,0.832,0.036015002648162,0.976
"DMR_267","chr1",153508713,153509284,571,"*",-0.455128643352908,3.64102914682326,26342,8785,8792,8,12,0.0139758098511625,0.832,0.046510371066939,0.988
"DMR_268","chr10",134600463,134600998,535,"*",-0.325315583268154,4.55441816575416,65944,19180,19193,14,17,0.00741485348638629,0.836,0.0233362517159009,0.948
"DMR_269","chr8",86157364,86158305,941,"*",-0.273224458098018,4.37159132956829,424464,130631,130646,16,16,0.00727433877017197,0.836,0.0267086049050445,0.956
"DMR_270","chr13",95357638,95358540,902,"*",-0.41060968923283,4.1060968923283,122702,37788,37797,10,10,0.0121923538376731,0.836,0.0323724288509139,0.976
"DMR_271","chr1",2461278,2461929,651,"*",-0.41010252609129,4.1010252609129,1204,421,430,10,10,0.0122788244322665,0.836,0.0325669876887491,0.976
"DMR_272","chr2",211090117,211090487,370,"*",-0.452266728334623,3.61813382667698,253643,79608,79615,8,9,0.0144622069457505,0.836,0.0473318417155766,0.988
"DMR_273","chr1",114696350,114697113,763,"*",-0.323769777045534,4.53277687863748,24012,7731,7744,14,14,0.00754455937827643,0.84,0.0236280899726537,0.952
"DMR_274","chr5",50678697,50679374,677,"*",-0.318719259695842,4.46206963574179,343209,103074,103087,14,16,0.00786882410800177,0.84,0.0249575753645276,0.952
"DMR_275","chr1",217262889,217263847,958,"*",-0.393184287014838,4.32502715716322,37724,12356,12366,11,11,0.0102900007566177,0.84,0.0276057373239513,0.956
"DMR_276","chr4",81187575,81188134,559,"*",-0.435959323189849,3.92363390870864,326592,98896,98904,9,11,0.0129381627160414,0.84,0.0372796350940908,0.976
"DMR_277","chr11",124823738,124824151,413,"*",-0.433745675724746,3.90371108152272,89483,27557,27565,9,12,0.0132408097971184,0.844,0.0377984586616514,0.976
"DMR_278","chr8",55370171,55370579,408,"*",-0.432055277865057,3.88849750078551,421200,129712,129720,9,9,0.0134353686349536,0.844,0.0382308116346185,0.976
"DMR_279","chr1",220921216,220922217,1001,"*",-0.373417519714017,4.48101023656821,38177,12489,12500,12,13,0.00898213301339213,0.848,0.0246657371077748,0.952
"DMR_280","chr8",63160127,63161077,950,"*",-0.334128241943182,4.34366714526137,422236,129902,129914,13,13,0.00939286833771091,0.848,0.0272166196482809,0.956
"DMR_281","chr10",98480454,98480898,444,"*",-0.430076474822546,3.87068827340292,58590,17131,17139,9,10,0.013640736297113,0.848,0.0386523557832615,0.976
"DMR_282","chr19",52207200,52207792,592,"*",0.445553056747571,3.56442445398057,221999,70684,70691,8,16,0.0155971334997892,0.848,0.0494395624587914,0.988
"DMR_283","chr12",53496729,53497306,577,"*",0.444648251468378,3.55718601174702,100490,30889,30896,8,8,0.0156511776214101,0.848,0.0497638271885167,0.988
"DMR_284","chr2",152955749,152956135,386,"*",-0.444612958069275,3.5569036645542,246367,77349,77356,8,11,0.0156511776214101,0.848,0.0497854448371651,0.988
"DMR_285","chr5",121412184,121413188,1004,"*",-0.390428529719727,4.294713826917,350924,105306,105316,11,12,0.0105277948917496,0.852,0.0281461785401602,0.96
"DMR_286","chr12",31881778,31882421,643,"*",0.389911718250999,4.28902890076099,97287,29739,29749,11,13,0.010549412540398,0.852,0.0282218403104294,0.96
"DMR_287","chr7",27154262,27155173,911,"*",-0.285096700914058,4.27645051371088,393343,122604,122618,15,18,0.00807419177016116,0.852,0.0284812520942097,0.96
"DMR_288","chr5",135415762,135416613,851,"*",0.368752184500529,4.42502621400634,353271,106199,106210,12,13,0.00941448598635926,0.856,0.0256817665942475,0.956
"DMR_289","chr20",30457834,30458786,952,"*",-0.368205154431152,4.41846185317382,264919,82290,82301,12,12,0.00950095658095269,0.856,0.0257466195401926,0.956
"DMR_290","chr22",27053045,27053934,889,"*",-0.269290108922305,4.30864174275688,281567,86539,86554,16,16,0.00753375055395225,0.856,0.027951619702325,0.96
"DMR_291","chr5",82766951,82767968,1017,"*",-0.329879691145134,4.28843598488674,347474,104261,104273,13,15,0.00981441248635386,0.856,0.0282434579590778,0.96
"DMR_292","chr3",238134,238618,484,"*",-0.387714269646746,4.26485696611421,288827,88442,88452,11,15,0.0107547802025574,0.856,0.0286974285806933,0.96
"DMR_293","chr17",6347533,6348091,558,"*",-0.424574967126021,3.82117470413419,178321,54843,54851,9,12,0.0145270598916956,0.856,0.040262870607564,0.976
"DMR_294","chr1",226926808,226927327,519,"*",-0.422375416217038,3.80137874595334,39386,12766,12774,9,9,0.0148080893241242,0.856,0.0409654441886356,0.976
"DMR_295","chr7",21985277,21985935,658,"*",-0.40264879993648,4.0264879993648,392425,122316,122325,10,11,0.0133164715673876,0.86,0.034501767242777,0.976
"DMR_296","chr13",46424943,46426026,1083,"*",-0.363681514481166,4.36417817377399,119293,36989,37000,12,14,0.00989007425662311,0.864,0.0268923549185555,0.956
"DMR_297","chr10",28034669,28035208,539,"*",-0.401093003362855,4.01093003362855,48544,14754,14763,10,10,0.0135434568781954,0.864,0.0348908849184474,0.976
"DMR_298","chr8",65492528,65492936,408,"*",-0.419400465519987,3.77460418967988,422393,129977,129985,9,10,0.0152620599457397,0.864,0.041776106012949,0.976
"DMR_299","chr6",28553927,28554864,937,"*",0.310242176979077,4.34339047770708,367763,110505,110518,14,31,0.00867948593231514,0.872,0.0272166196482809,0.956
"DMR_300","chr6",28601271,28601519,248,"*",0.379805018791213,4.17785520670334,367773,110571,110581,11,11,0.0115113979052498,0.872,0.030502502242831,0.968
"DMR_301","chr8",65489554,65491318,1764,"*",-0.248626383376935,3.97802213403096,422391,129960,129975,16,16,0.00889566241879871,0.872,0.0358636791076235,0.976
"DMR_302","chr8",72754953,72756341,1388,"*",-0.243647389703291,3.89835823525265,423283,130297,130312,16,16,0.00911183890528227,0.872,0.0379389733778657,0.976
"DMR_303","chr4",1202509,1203168,659,"*",-0.242845279469517,3.88552447151227,317297,96706,96721,16,21,0.00916588302690316,0.872,0.0383064734048877,0.976
"DMR_304","chr7",27184030,27184521,491,"*",-0.235501434077664,3.76802294524263,393372,122679,122694,16,41,0.00950095658095269,0.876,0.04195985602646,0.976
"DMR_305","chr5",133968296,133968721,425,"*",0.413575764742416,3.72218188268174,352835,106010,106018,9,9,0.0162997070808608,0.876,0.0435703708507626,0.984
"DMR_306","chr2",198650880,198651590,710,"*",-0.304148507850479,4.25807910990671,251773,79017,79030,14,16,0.00928478009446912,0.888,0.0288163256482592,0.96
"DMR_307","chr5",37839407,37840839,1432,"*",-0.302427848292659,4.23398987609723,342170,102674,102687,14,14,0.00947933893230433,0.888,0.0293027227428473,0.96
"DMR_308","chr1",12123105,12124114,1009,"*",-0.349981656601364,4.19977987921637,4836,1293,1304,12,12,0.011219559648497,0.888,0.0300593404455397,0.968
"DMR_309","chr11",20690682,20691429,747,"*",-0.346706665694236,4.16047998833083,71901,21556,21567,12,12,0.0116735302701125,0.888,0.0310537522833641,0.972
"DMR_310","chr14",29235904,29236535,631,"*",-0.312558701955841,4.06326312542594,128312,39360,39372,13,13,0.0115546332025466,0.888,0.0334857377563042,0.976
"DMR_311","chr10",93392399,93393509,1110,"*",-0.312156560816978,4.05803529062072,57618,16844,16856,13,13,0.0115978684998433,0.888,0.0335830171752219,0.976
"DMR_312","chr9",93563776,93564603,827,"*",-0.390295295908057,3.90295295908057,440038,133610,133619,10,14,0.0151215452295254,0.888,0.0378416939589481,0.976
"DMR_313","chr7",128577752,128578297,545,"*",-0.390114526496727,3.90114526496727,406479,126316,126325,10,13,0.0151539717024979,0.888,0.0378849292562448,0.976
"DMR_314","chr13",25337649,25338289,640,"*",-0.405197432144152,3.64677688929737,116007,36125,36133,9,9,0.0179750748511084,0.888,0.0463050034047797,0.988
"DMR_315","chr20",57426743,57427146,403,"*",-0.222460092624101,3.55936148198562,271479,84118,84133,16,59,0.00997654485121653,0.888,0.0496449301209507,0.988
"DMR_316","chr13",95364510,95364993,483,"*",-0.339626967154286,4.07552360585143,122709,37798,37809,12,12,0.0123869126755083,0.892,0.033226325972524,0.976
"DMR_317","chr17",35290307,35291580,1273,"*",-0.338156814404094,4.05788177284912,184218,57156,57167,12,12,0.0125382362160468,0.892,0.033593825999546,0.976
"DMR_318","chr21",34443601,34444584,983,"*",-0.387270380949721,3.87270380949721,275219,84975,84984,10,14,0.015586324675465,0.892,0.0385875028373164,0.976
"DMR_319","chr10",90966524,90967233,709,"*",-0.387061239239334,3.87061239239334,57252,16719,16728,10,10,0.0156187511484376,0.892,0.0386523557832615,0.976
"DMR_320","chr10",100993587,100994478,891,"*",-0.386073250662733,3.86073250662733,59145,17326,17335,10,13,0.0157808835133003,0.892,0.0390198558102835,0.976
"DMR_321","chr17",40439433,40440030,597,"*",-0.383952135407432,3.83952135407432,185949,57870,57879,10,10,0.0161591923646465,0.892,0.0397332382156793,0.976
"DMR_322","chr3",152016594,152017293,699,"*",-0.4030900721772,3.6278106495948,309850,94690,94698,9,9,0.0183209572294822,0.892,0.0470075769858513,0.988
"DMR_323","chr19",13947162,13947914,752,"*",-0.402363446434134,3.62127101790721,212481,66293,66301,9,9,0.0184182366483998,0.892,0.0471913269993623,0.988
"DMR_324","chr3",44753865,44754587,722,"*",-0.336212488134901,4.03454985761881,295256,90218,90229,12,12,0.0127652215268545,0.896,0.0342315466346725,0.976
"DMR_325","chr1",177133734,177134454,720,"*",-0.299546537946328,4.19365153124859,31105,10725,10738,14,16,0.00977117718905715,0.9,0.0301458110401332,0.968
"DMR_326","chr5",128795058,128796266,1208,"*",-0.366850642184263,4.03535706402689,351882,105557,105567,11,21,0.0131327215538766,0.9,0.0342207378103484,0.976
"DMR_327","chr6",29974692,29974971,279,"*",-0.262610809013155,3.93916213519732,368197,111344,111358,15,27,0.0101386772160792,0.9,0.0369337527157171,0.976
"DMR_328","chr12",54410380,54410819,439,"*",-0.309716160764064,4.02631008993283,100843,31210,31222,13,15,0.0119977949998379,0.904,0.0345125760671012,0.976
"DMR_329","chr5",33892083,33892705,622,"*",-0.363008004142855,3.9930880455714,341580,102496,102506,11,14,0.0136731627700855,0.904,0.0354421349589805,0.976
"DMR_330","chr11",68610296,68611806,1510,"*",-0.362750225980102,3.99025248578112,79876,24712,24722,11,11,0.0136947804187339,0.904,0.0354961790806014,0.976
"DMR_331","chr8",26371353,26371991,638,"*",-0.380411208148038,3.80411208148038,417308,128814,128823,10,10,0.0166672071078829,0.904,0.040868164769718,0.976
"DMR_332","chr12",96336246,96337004,758,"*",-0.37766983853997,3.7766983853997,106313,33238,33247,10,13,0.0171427953781467,0.904,0.0417328707156523,0.976
"DMR_333","chr7",1250038,1251125,1087,"*",-0.330288704735535,3.96346445682643,388725,121633,121644,12,13,0.0134245598106294,0.908,0.0362095614859972,0.976
"DMR_334","chr12",85429993,85430432,439,"*",-0.329133797305413,3.94960556766495,104890,32882,32893,12,15,0.0135758833511679,0.908,0.0366311056346401,0.976
"DMR_335","chr18",12253749,12254469,720,"*",-0.327803376290202,3.93364051548243,199086,62368,62379,12,17,0.0137596333646789,0.908,0.0370634586076072,0.976
"DMR_336","chr3",54157093,54157900,807,"*",-0.398639968563443,3.58775971707099,298019,91729,91737,9,9,0.0192072808240648,0.908,0.0485856653371813,0.988
"DMR_337","chr12",54366760,54367460,700,"*",-0.397772119786543,3.57994907807888,100801,31133,31141,9,9,0.0193694131889274,0.908,0.0489207388912308,0.988
"DMR_338","chr1",165414189,165414701,512,"*",-0.353416492330955,3.88758141564051,29345,10210,10220,11,15,0.014916177567366,0.912,0.0382416204589427,0.976
"DMR_339","chr8",144660395,144661051,656,"*",-0.350967698022537,3.8606446782479,433446,132347,132357,11,11,0.0152944864187122,0.912,0.0390198558102835,0.976
"DMR_340","chr2",27664918,27665711,793,"*",0.373583755417099,3.73583755417099,229449,73114,73123,10,11,0.0178129424862458,0.912,0.043051547283202,0.98
"DMR_341","chr5",146888890,146890017,1127,"*",-0.29349779356943,4.10896910997203,355706,107367,107380,14,14,0.0104629419458046,0.916,0.0322643406076721,0.976
"DMR_342","chr6",46702683,46703440,757,"*",-0.345991069716541,3.80590176688196,373294,117900,117910,11,20,0.0161483835403223,0.916,0.0408357382967455,0.976
"DMR_343","chr3",113250921,113252350,1429,"*",-0.344739978958443,3.79213976854288,303547,92859,92869,11,12,0.0163537512024817,0.916,0.0412248559724159,0.976
"DMR_344","chr4",4861101,4862015,914,"*",-0.341018061364483,3.75119867500932,318724,97071,97081,11,13,0.0169050012430148,0.916,0.0425327237156415,0.976
"DMR_345","chr17",6899085,6899888,803,"*",0.291937054211344,4.08711875895882,178485,54937,54950,14,19,0.0106142654863431,0.92,0.0329452965400953,0.976
"DMR_346","chr6",123317124,123318023,899,"*",-0.315443551806195,3.78532262167435,380083,119818,119829,12,16,0.0153701481889815,0.92,0.0414194148102511,0.976
