"","chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"Block_452",9,7011779,7597846,0.027129914288681,1.05806665725856,99,285637,285675,39,659,0.0105456155669647,0.836,0.287978887428666,1
"Block_453",15,91832546,92908505,-0.0220047266295823,2.99264282162319,174,104084,104219,136,2561,0.0174562837108474,0.838,0.0813986367168813,1
"Block_454",18,48951908,50823537,-0.0246828467781894,1.30819087924404,192,131597,131649,53,2350,0.0165973406553931,0.838,0.234637278839947,1
"Block_455",3,73707412,78254317,-0.0202834568004475,3.46847111287652,32,192552,192722,171,980,0.0201095819276958,0.84,0.0643780487588006,0.986
"Block_456",20,31051536,31595542.5,0.0225423287005681,2.77270643016988,198,169583,169705,123,1786,0.0169743508577871,0.84,0.091524561681181,1
"Block_457",21,24264513,26957194,-0.0227570850940461,2.34397976468675,204,175269,175371,103,2976,0.0189163090701186,0.84,0.116144039237515,1
"Block_458",3,102474219.666667,102914386,-0.0336102002628642,0.369712202891507,39,193818,193828,11,667,0.00409198337598409,0.84,0.579327748128731,1
"Block_459",18,74653333,76423761,-0.021652620441964,3.13962996408478,193,133849,133993,145,1182,0.0177408197126542,0.842,0.0755763187799096,0.994
"Block_460",16,12990251,14055107,-0.0230220840544145,1.9108329765164,175,107300,107382,83,2234,0.0202287313784524,0.842,0.152306786717148,1
"Block_461",2,68394040,69438494,0.0192385259623635,3.6360814068867,17,149131,149319,189,10302,0.0226953028441152,0.844,0.0596458593787512,0.982
"Block_462",15,62884068,63519667,0.0218544249265668,3.03776506479278,173,99392,99530,139,7146,0.017618113561875,0.844,0.0796469619557582,0.996
"Block_463",3,8358744,9273803,0.0198573692893714,3.55446910279749,30,184452,184630,179,3632,0.0211516950343133,0.848,0.0619399308933186,0.982
"Block_464",13,50600044,51466711,0.0223323764357505,2.72454992516156,152,79761,79882,122,4049,0.0180787062147998,0.848,0.0938381950458725,1
"Block_465",9,96528946,96995014,0.0238305639366552,1.40600327226265,118,289577,289635,59,2525,0.0199406386766231,0.848,0.217565118731538,1
"Block_466",5,77081143.5,78772259,0.0165839162720696,4.06305948665704,60,225384,225628,245,2699,0.0256526989128946,0.85,0.0493794447635595,0.958
"Block_467",2,128820774.5,130001008,0.0211565351636616,3.17348027454924,27,154657,154806,150,4586,0.0191421595215527,0.85,0.0743190253219258,0.994
"Block_468",4,72650126,74008364,-0.0231329934558265,1.71184151573116,49,209845,209918,74,4804,0.0210965661839632,0.85,0.174068455805335,1
"Block_469",4,9653008,10052335,0.0253554491122475,1.16635065916338,43,205883,205928,46,1496,0.0151319802460881,0.85,0.262728095618323,1
"Block_470",1,93981941,95158860,0.0173877722159693,4.06873869853681,4,13202,13435,234,11588,0.0238049932511617,0.852,0.0492033881124415,0.958
"Block_471",16,23127249,23445078,0.0234272680335422,1.61648149431441,177,108416,108484,69,1356,0.0203069787789493,0.852,0.186157679182101,1
"Block_472",15,64989523,66489278,0.0128311518792445,3.88783901941107,173,99790,100092,303,7146,0.0255975700625446,0.854,0.0534020724891032,0.978
"Block_473",6,82159689,83551556,0.0225928771372949,2.07854469663113,66,245477,245568,92,1008,0.0213170815853635,0.854,0.136630631367605,1
"Block_474",2,222021114,223230064,-0.0225807734312502,2.07743115567502,29,163373,163464,92,6382,0.0214131124859733,0.854,0.136723105568192,1
"Block_475",13,41976953,42325829,-0.0246822484270552,1.25879466977982,152,78664,78714,51,4049,0.0172357683094471,0.854,0.243936271048995,1
"Block_476",14,20146694,20666088,-0.0274197517950574,0.877432057441838,159,84363,84394,32,1956,0.010529610416863,0.856,0.33842356384899,1
"Block_477",17,55969784.5,57529011,0.0170959301409269,3.96625579269505,186,123664,123895,232,5635,0.0255975700625446,0.862,0.0514974596270089,0.96
"Block_478",8,92867229,94305742,0.0214452829197416,3.00233960876382,97,278491,278630,140,2233,0.0194160254232918,0.862,0.0810305182645438,1
"Block_479",11,6240604.5,6657194,0.022945960736278,1.65210917301202,136,45437,45508,72,3353,0.022542364743144,0.862,0.181603324803181,1
"Block_480",4,47183921,47600457,0.0270971520226318,0.867108864724218,47,208490,208521,32,257,0.0114543524227351,0.862,0.341743743320073,1
"Block_481",3,121717772,122877810,0.0185592769611599,3.74897394615429,40,195437,195638,202,6216,0.0239792715522684,0.864,0.0566866849599605,0.98
"Block_482",5,82855568,83776873,0.0228449433654485,1.69052580904319,60,226059,226132,74,2699,0.0227646584945556,0.864,0.176874692123154,1
"Block_483",14,24706247.5,24891976,0.0254771639434726,1.1209952135128,159,85104,85147,44,1956,0.0150146091453428,0.864,0.272957164883278,1
"Block_484",8,55648883,56780247,-0.0225753006354712,1.85117465210864,93,275702,275783,82,2266,0.0231132150967689,0.866,0.158477661256333,1
"Block_485",11,97588992,97727857,-0.0368847967300021,0.184423983650011,142,55729,55733,5,23,0.00311033416975062,0.866,0.741996980361681,1
"Block_486",17,422458,1487573,-0.0145645578085631,4.00525339735486,183,115842,116116,275,3381,0.0277404818261521,0.868,0.0506580784216788,0.96
"Block_487",4,52735830,53798403,0.0225745572654137,1.87368825302934,48,208706,208788,83,609,0.0229015914454251,0.868,0.156135574291461,1
"Block_488",4,92189705,94125018,-0.0236809189750193,1.30245054362606,49,211629,211683,55,4804,0.0214362310361201,0.87,0.235620706396191,1
"Block_489",8,59535512,60251872,0.0222017278254637,2.24237451037183,93,276030,276130,101,2266,0.0222258184411339,0.872,0.12325032588264,1
"Block_490",18,73258975,74422758,-0.0219955706272968,2.59547733402102,193,133699,133816,118,1182,0.0203212055790397,0.874,0.100587033338728,1
"Block_491",12,68618832,68892641,0.0229521999582864,1.53779739720519,149,68356,68422,67,1016,0.0235364623994565,0.874,0.197203011102239,1
"Block_492",13,55211764,55827087,0.0301668988944322,0.482670382310915,152,80209,80224,16,4049,0.00688043619369077,0.874,0.506164650314145,1
"Block_493",12,93958029,95099198,0.0184119463945905,3.62715343973434,151,70409,70605,197,7322,0.0258589875142046,0.876,0.0598859366302757,0.982
"Block_494",2,21479185.5,23319983,-0.022537694362398,1.73540246590465,17,143557,143633,77,10302,0.0242495807539848,0.878,0.17118575043703,1
"Block_495",9,15183958,15468529,0.0273776398326354,0.657063355983248,104,285944,285967,24,750,0.0115877286735821,0.878,0.41938116976307,1
"Block_496",4,15187142,16045702,0.0218649703859623,2.60193147592951,43,206296,206414,119,1496,0.0208049167821112,0.882,0.100167342736063,1
"Block_497",4,160095619,160699901.5,-0.0228620106153148,1.46316867938015,50,216298,216361,64,2301,0.0247226218569887,0.882,0.208248343022377,1
"Block_498",20,29518816,30240858,-0.0231319554326167,1.45731319225485,198,169386,169448,63,1786,0.0231843490972206,0.882,0.209171306678238,1
"Block_499",6,3978604,5017539,0.0191402218334484,3.34953882085348,62,237004,237178,175,3405,0.0260634977655032,0.884,0.0682619651834635,0.986
"Block_500",16,11215351,11745717.5,0.0202224071016119,3.15469550785145,175,106922,107077,156,2234,0.0232590397976949,0.884,0.0750036900762734,0.994
"Block_501",11,109567254,110633893,0.0218760084036482,2.45011294120859,143,56575,56686,112,4825,0.0220515401400273,0.884,0.109210252543485,1
"Block_502",17,5248588,6005433,0.0221123059177396,2.18911828585622,183,116881,116979,99,3381,0.0230296326462382,0.884,0.127457902009358,1
"Block_503",13,33580952,33992598,-0.0223200214018819,1.78560171215056,152,77861,77940,80,4049,0.0251049671094165,0.884,0.165500365450927,1
"Block_504",8,22513055,23248892,0.0202008213944042,3.13112731613266,91,272379,272533,155,3627,0.0235649159996372,0.886,0.0758928650819197,0.994
"Block_505",10,18240469.5,18453319,-0.0288513676192942,0.54817598476659,124,31226,31244,19,2232,0.00867656970509622,0.886,0.470610098538374,1
"Block_506",12,61806201,62222128,-0.0328853930950212,0.328853930950212,148,67694,67703,10,139,0.00503984393200301,0.886,0.609851347722556,1
"Block_507",15,73916210,74715105,0.0178288485733153,3.7262293518229,173,101422,101630,209,7146,0.0263853791175472,0.888,0.0572059631632579,0.98
"Block_508",4,57813082,58077738,0.024207969216038,1.11356658393775,48,209205,209250,46,609,0.0206146333309029,0.888,0.274701726244356,1
"Block_509",12,109459239.7,110165452,0.020563567771031,2.89946305571537,151,72307,72447,141,7322,0.0242282405538493,0.89,0.0855261870930913,1
"Block_510",4,1962592.33333333,2427226.66666667,0.0221859868852868,1.90799487213466,42,204491,204576,86,1595,0.0248168744075872,0.89,0.152609106219068,1
"Block_511",21,15488153,16032484,-0.0239861269720884,1.17532022163233,202,174815,174863,49,376,0.021277957885115,0.89,0.260887503356636,1
"Block_512",5,40808267,41219519,0.0246868316766175,1.11090742544779,55,222437,222481,45,1147,0.0182512061658952,0.89,0.27532592709832,1
"Block_513",15,95038079,96389537,0.0218796063518573,2.29735866694501,174,104494,104598,105,2561,0.0233034985479772,0.892,0.119190352806859,1
"Block_514",9,110149137,111592795,0.0212601231368414,2.76381600778939,122,290777,290906,130,4720,0.0221902514409081,0.894,0.0918855667334734,1
"Block_515",1,186868975,188340817,0.0222323712032987,1.6451954690441,14,20984,21057,74,5433,0.027046925321748,0.896,0.18249605650885,1
"Block_516",5,7494531,7911398,0.0228600601970638,1.34874355162677,54,219576,219634,59,2991,0.025867879264261,0.896,0.227433182944201,1
"Block_517",5,56630728,56972268,0.0245824350832077,1.10620957874434,56,223506,223550,45,1346,0.0187527008690796,0.896,0.276458736055513,1
"Block_518",4,45946199,46939813,-0.0256027790556923,0.998508383172001,47,208444,208482,39,257,0.0154947636483917,0.896,0.303112646024765,1
"Block_519",2,237195892,237796583,0.0216740402391775,2.55753674822294,29,165427,165544,118,6382,0.022122674140479,0.898,0.102761955402538,1
"Block_520",4,108069982,109001393,0.0220570254514534,1.91896121427644,49,212583,212669,87,4804,0.025375276311133,0.898,0.151545652912315,1
"Block_521",4,180017315,181562845,-0.0255895375464144,0.972402426763748,53,217447,217484,38,1164,0.0156797120495662,0.898,0.310121123419269,1
"Block_522",4,3265309.25,3899919,0.0213100872828019,2.70638108491584,42,204746,204872,127,1595,0.0224961276428504,0.9,0.0947433752016204,1
"Block_523",14,79628258,81035079.6666667,0.0222135502879502,1.68822982188421,162,91017,91092,76,8366,0.0267588326199186,0.9,0.177125439474747,1
"Block_524",12,85667473.3333333,88260422,-0.0219608944345903,1.95451960467854,151,69650,69738,89,7322,0.0256918226131431,0.902,0.148197019841051,1
"Block_525",3,26410457,27259020,-0.0260475877592349,0.833522808295516,30,186806,186837,32,3632,0.0148385524942248,0.902,0.352652142289341,1
"Block_526",9,18629265,18862115,0.02728889813823,0.573066860902829,104,286168,286188,21,750,0.0124413366790025,0.902,0.458104741258965,1
"Block_527",3,123861151,124762597,0.0188801601132274,3.24738753947512,40,195819,195990,172,6216,0.028409141430398,0.906,0.0717012941053032,0.994
"Block_528",15,93713852,94304302,0.0231783055547598,1.20527188884751,174,104361,104412,52,2561,0.0254268484614605,0.906,0.254705958717383,1
"Block_529",5,732913,1518156,-0.0199531885748568,3.01293147480337,54,218707,218857,151,2991,0.0259941421150628,0.908,0.0805983792117997,1
"Block_530",9,99663833,100551560,0.0218139367410501,2.07232399039976,118,290010,290104,95,2525,0.0255922350125107,0.908,0.137210373471286,1
"Block_531",13,60162090,60417145,0.0261720403459276,0.7589891700319,154,80324,80352,29,394,0.0148741194944507,0.908,0.378521799903613,1
"Block_532",17,68984117,70399031,-0.0199865317251937,2.99797975877905,186,125386,125535,150,5635,0.0259745802649386,0.91,0.0812101316156843,1
"Block_533",10,115129706,115828605,0.0214994361628437,2.23594136093574,135,41529,41632,104,6782,0.0260510493154242,0.91,0.123790944286072,1
"Block_534",3,33848974,34662029,0.0225230008436975,1.32885704977815,30,187532,187590,59,3632,0.0283860228802512,0.91,0.230886738666131,1
"Block_535",11,50004086.5,50371681,-0.0294500272669177,0.441750409003765,139,50205,50219,15,15,0.00847205945379758,0.91,0.531278509173619,1
"Block_536",6,149924634,150903429,0.0204617267003311,2.7623331045447,71,251261,251395,135,6164,0.026232441016576,0.912,0.0919673708339928,1
"Block_537",20,58340672,58946892,0.021653196229551,2.122013230496,199,174126,174223,98,3637,0.0262555595667228,0.912,0.133073931345019,1
"Block_538",10,67073427,68940584,-0.0222852771817943,1.44854301681663,134,35308,35372,65,2324,0.0287683681326791,0.912,0.210590429987249,1
"Block_539",15,53150263.5,54900873,-0.0222416448169222,1.44570691309994,173,98332,98396,65,7146,0.0291026979348021,0.912,0.211022569039993,1
"Block_540",4,20528506,22350445,-0.0218805376066797,1.85984569656778,43,206697,206781,85,1496,0.0269651212212285,0.914,0.157545805850416,1
"Block_541",7,77469501,77976033.5714286,0.0225968343990349,1.24282589194692,80,261719,261773,55,831,0.0287167959823517,0.914,0.24706616706887,1
"Block_542",15,63761555,64435699,0.0203963439386348,2.75350643171569,173,99579,99713,135,7146,0.0266379048191507,0.916,0.0923710562865562,1
"Block_543",12,53114331,53742993,0.0210328959697262,2.46084882845797,147,66635,66751,117,2743,0.0263498121173213,0.918,0.108552263039307,1
"Block_544",1,243570771,244270449.5,0.0214277313780128,2.1856286005573,16,27833,27934,102,5445,0.0269384459710591,0.918,0.127729989561085,1
"Block_545",6,67236234,69471490,-0.0228072960365566,1.18597939390095,64,244726,244777,52,220,0.0280659198782186,0.918,0.258689462742678,1
"Block_546",8,50262570,51576109,-0.0231492660606413,1.18061256909271,92,275330,275380,51,400,0.0260688328155371,0.92,0.259824050049883,1
"Block_547",1,99357073,101577815,0.016617014337442,3.53942405387516,4,13737,13949,213,11588,0.0326024907570258,0.922,0.0623453946958933,0.982
"Block_548",6,21033836,22303423.6666667,0.0192366635434779,3.05862950341298,62,239426,239584,159,3405,0.0290280072343278,0.924,0.0787684570501797,0.994
"Block_549",8,136356063,137242453,-0.0218869102494525,1.53208371746167,98,283722,283791,70,4575,0.0305698366941185,0.924,0.197983706757197,1
"Block_550",10,25498631,26661294,-0.0223255840727238,1.29488387621798,124,31911,31968,58,2232,0.0302550687421197,0.924,0.23696691735474,1
"Block_551",2,227276927.5,228628293,0.0173520859970413,3.19278382345559,29,163900,164083,184,6382,0.0360435980288768,0.926,0.0736041286173862,0.994
"Block_552",5,22053875,23631976,-0.0224088500661394,1.18766905350539,54,220845,220897,53,2991,0.0308205840457107,0.926,0.2583622463406,1
"Block_553",11,16797315,18013673,0.0159021667190547,3.38716151115864,136,47047,47259,213,3353,0.0370039070349748,0.93,0.067006450075491,0.986
"Block_554",1,222906216,223893441,0.0198959355435491,2.76553504055333,16,25123,25261,139,5445,0.0292307391356152,0.932,0.0918144327330216,1
"Block_555",3,194238917,194696866,0.0206059785324943,2.39029350976934,41,203580,203695,116,4229,0.0297713575390481,0.932,0.113033705067764,1
"Block_556",12,126105989,128378462,-0.0183144801108117,3.11346161883799,151,75258,75427,170,7322,0.0329421556091827,0.934,0.0765561896361318,0.994
"Block_557",7,73663536,73974636,0.0215267181379166,1.82977104172291,79,261332,261416,85,309,0.029703780238619,0.934,0.160796629671059,1
"Block_558",7,107233083,107542024,0.0249024688528794,0.821781472145022,83,264525,264557,33,1389,0.0195440666241048,0.934,0.356724563815201,1
"Block_559",7,70294433.3333333,70824927,-0.0248898310803465,0.796474594571089,78,261038,261069,32,593,0.0199335252765779,0.934,0.365289097469586,1
"Block_560",7,151253902,151599666.333333,0.0205388222597307,2.32088691534957,87,268770,268882,113,1787,0.0311744756979579,0.936,0.117620069746887,1
"Block_561",5,80537989,81032084,0.0233389345036611,1.02691311816109,60,225829,225872,44,2699,0.026506306918315,0.936,0.295979684129471,1
"Block_562",7,23748683,25312085,0.0163419395306405,3.31741372472002,73,256677,256879,203,6281,0.0374929532880803,0.938,0.0693929957906455,0.988
"Block_563",1,3245451,3837868,0.0197297746122964,2.70297912188461,2,364,500,137,2463,0.0309575169965802,0.938,0.0949585555529868,1
"Block_564",3,139918866,140734029,0.0217069744930728,1.5194882145151,40,197889,197958,70,6216,0.0321632383042366,0.938,0.199756721718455,1
"Block_565",7,95849446,96353218,0.0224299563970126,1.14392777624764,82,263072,263122,51,1532,0.0315834962005552,0.938,0.267647011749559,1
"Block_566",11,6766974,7260764,-0.0225784127662417,1.10634222554584,136,45522,45570,49,3353,0.0308614860959704,0.938,0.276419612355265,1
"Block_567",12,105284626,106648541,0.0170278939828391,3.09907670487672,151,71686,71867,182,7322,0.0391574888986501,0.94,0.0772195141903439,0.994
"Block_568",7,115662131,116228906,0.0206914810372001,2.15191402786881,83,265088,265191,104,1389,0.0323428516553771,0.94,0.130466870228465,1
"Block_569",2,210465510,211528718,0.0207584394631385,2.11736082524013,29,162059,162160,102,6382,0.0322592692048464,0.94,0.133466946697515,1
"Block_570",4,184667781,185127220,0.02182495339604,1.39679701734656,53,217834,217897,64,1164,0.0327625422580421,0.94,0.219082051291171,1
"Block_571",4,157215871,157920476,0.0219321580067931,1.272065164394,50,216056,216113,58,2301,0.0335912533633045,0.94,0.241402122282903,1
"Block_572",18,11702414,11914228,0.0251991019993823,0.655176651983939,187,128944,128969,26,1436,0.0195476233241274,0.94,0.420234777768491,1
"Block_573",15,58154268,59088240,0.019073150747072,2.93726521504909,173,98722,98875,154,7146,0.0315532642503632,0.942,0.083852759732465,1
"Block_574",3,116078295.5,118191581,-0.0200994550078221,2.4521335109543,40,194980,195101,122,6216,0.0320583156535703,0.942,0.10910710824283,1
"Block_575",5,17633640,18652492,-0.0240716365180558,0.890650551168065,54,220707,220743,37,2991,0.0235382407494678,0.942,0.334231992872373,1
"Block_576",14,71803660,73118334,0.0155484766503422,3.24963161992153,162,89689,89897,209,8366,0.0408042410091069,0.946,0.0716212683547951,0.994
"Block_577",22,30866384,31626620.6666667,0.0194101285548037,2.77564838333692,207,180360,180502,143,5116,0.03183780025217,0.946,0.0913929637803453,1
"Block_578",8,107844377,108920530,0.021356308427728,1.62307944050733,97,280263,280338,76,2233,0.0335859183132706,0.946,0.185280952626534,1
"Block_579",11,98274667,99975877,-0.0240616354065597,0.890280510042708,143,55738,55774,37,4825,0.0236004829998631,0.946,0.334345807273096,1
"Block_580",16,66619877,67493650.25,0.0179937126627606,3.04093744000654,182,111764,111932,169,6187,0.0355847837259634,0.948,0.0795100290048887,0.996
"Block_581",1,8372806,8750518,-0.0203076172750208,2.11199219660216,2,1356,1459,104,2463,0.03570393317672,0.948,0.13392753935044,1
"Block_582",13,103978230,105935004,-0.0217288193092992,1.39064443579515,156,83066,83129,64,2712,0.0337388564142417,0.948,0.220223751998421,1
"Block_583",4,43758625,44258664,-0.0289264843429079,0.376044296457802,46,208409,208421,13,35,0.0101259249642996,0.948,0.5749921308012,1
"Block_584",11,59610048,60425819,-0.0199720002688302,2.29678003091547,141,50727,50841,115,5490,0.0352895776240888,0.95,0.11923303320713,1
"Block_585",14,22071279,22699090,-0.0209489503918503,1.92730343605023,159,84640,84731,92,1956,0.0331004287601877,0.95,0.150821864457719,1
"Block_586",17,14022553,14790208,0.0215210078329008,1.39886550913855,183,118047,118111,65,3381,0.0353909435747325,0.95,0.218715711188845,1
"Block_587",11,48977834,49580011,-0.0292794380933932,0.351353257120718,138,50193,50204,12,12,0.00976669826201853,0.95,0.592796971114261,1
"Block_588",5,128399704,131406403,0.0167287876190869,2.97772419619746,61,229522,229699,178,8919,0.0430751939735275,0.952,0.082083301471229,1
"Block_589",5,59661025,61001539,0.0184059015820247,2.9081324499599,56,223843,224000,158,1346,0.0357804022272056,0.952,0.0851527335907199,1
"Block_590",2,197705262,198870351,0.0193986035294143,2.61881147647093,29,160594,160728,135,6382,0.034178108867031,0.952,0.0992906161804954,1
"Block_591",7,121249179,122495315,0.0210357295485116,1.87217992981753,84,265559,265647,89,445,0.032986614359465,0.952,0.156320522692635,1
"Block_592",4,26559501,26940348,0.0226457584735805,0.996413372837543,43,207228,207271,44,1496,0.03183780025217,0.952,0.303630145878051,1
"Block_593",11,85397393,86839420,0.0147475971170964,3.18548097729282,141,54760,54975,216,5490,0.0429542661727596,0.954,0.0738637677190349,0.994
"Block_594",11,72980063,74042596,0.0162626437276831,2.92727587098296,141,53373,53552,180,5490,0.0462975641939895,0.954,0.0842813420851865,1
"Block_595",15,26341143,27959588.3333333,-0.0196035452325703,2.48965024453643,169,95262,95388,127,480,0.0348681086714125,0.954,0.106763242927947,1
"Block_596",7,63334719,65187362,-0.0211417239196324,1.71247963749023,78,260546,260626,81,593,0.0340874130164551,0.954,0.173975981604747,1
"Block_597",9,75782700,76584683,-0.0253457063959259,0.506914127918517,117,287901,287920,20,516,0.0203140921789945,0.954,0.49235754082647,1
"Block_598",7,31461271.3333333,32555839,-0.0200450683636077,2.00450683636077,73,257752,257851,100,6281,0.0394935970507843,0.956,0.143356351110313,1
"Block_599",11,113149755,113604277,0.0211637744910354,1.67193818479179,143,57043,57121,79,4825,0.0344964335190523,0.956,0.179159871887665,1
"Block_600",10,86958906.5,87963731,0.0212172088403302,1.63372508070543,135,37991,38067,77,6782,0.0345266654692443,0.956,0.183925849917929,1
"Block_601",4,176744289,177280530,-0.022148941540352,1.01885131085619,52,217266,217311,46,450,0.0356399125763134,0.956,0.297964322742073,1
"Block_602",19,54286266,55485052.5,-0.0146733834378259,3.0520637550678,196,140179,140386,208,3817,0.0465109661953446,0.958,0.0790334312018623,0.994
"Block_603",11,60961816,61748731,0.0180559888138139,2.94312617665167,141,50964,51126,163,5490,0.0370145771350426,0.958,0.0835895639307937,1
"Block_604",2,10712130.25,11397413,0.0191749501914069,2.64614312641416,17,142295,142432,138,10302,0.0351686498233209,0.958,0.0978234774211791,1
"Block_605",11,123072768,123530838,0.0197616372492561,1.99592536217486,143,58875,58975,101,4825,0.042251817918299,0.958,0.144147716865338,1
"Block_606",9,37251559,37836039,0.0200808023848846,1.96791863371869,106,287220,287317,98,792,0.0397230042022411,0.958,0.146897045982796,1
"Block_607",4,154621808,155564978,-0.0212256487663428,1.54947235994302,50,215893,215965,73,2301,0.0356825929765845,0.958,0.195421104390924,1
"Block_608",1,189118964,192077747,-0.0211806929453843,1.50382919912228,14,21081,21151,71,5433,0.0367104792831115,0.958,0.202168164333768,1
"Block_609",6,145315294,146225828,0.0214204955629322,1.34949122046473,71,250799,250861,63,6164,0.0369825668348393,0.958,0.227290914943297,1
"Block_610",5,158994873,160230063,0.0158744994331974,2.90503339627513,61,233561,233743,183,8919,0.0482626409564678,0.96,0.0852861098415668,1
"Block_611",1,90967211,92783524,0.0178960306622529,2.80967681397371,4,12923,13079,157,11588,0.0403507617562273,0.96,0.0897319848697981,1
"Block_612",14,85948936,88738533.5,-0.0180396530258847,2.79614621901213,162,91325,91479,155,8366,0.0396856588520039,0.96,0.0903810826239199,1
"Block_613",3,64149428,64863976,0.0193386666188415,2.14659199469141,31,191393,191503,111,4234,0.0429524878227483,0.96,0.130932797931423,1
"Block_614",6,35365139,35941709,0.0209812877341832,1.67850301873466,63,241705,241784,80,4916,0.036008031028651,0.96,0.178375619532685,1
"Block_615",20,19186782,19820037,0.0210122088424639,1.57591566318479,197,168594,168668,75,2631,0.0372582110865896,0.96,0.19165989411704,1
"Block_616",22,28253523,28832220,0.0214283949907813,1.28570369944688,207,179966,180025,60,5116,0.0379055304907001,0.96,0.238729262215931,1
"Block_617",4,172460054,173740741,-0.0222536929922711,0.979162491659927,52,216997,217040,44,450,0.0353784951246534,0.96,0.308289422907638,1
"Block_618",8,61031730,61393636,0.0244413013688018,0.635473835588847,93,276169,276194,26,2266,0.0237445293507778,0.96,0.428745960922537,1
"Block_619",17,35945533,36898937,0.0191546985262379,2.5284202054634,185,120604,120735,132,1784,0.0372706595366687,0.962,0.104467393063368,1
"Block_620",17,28110213,29025223,0.0196139343208712,2.09869097233321,184,119634,119740,107,1262,0.0415066892635675,0.962,0.134967874107046,1
"Block_621",17,61858036,62295578,0.0196194088382758,2.07965733685723,186,124404,124509,106,5635,0.0418125654655098,0.962,0.136525708716938,1
"Block_622",15,96423622,97162591,0.0199561305016658,1.87587626715659,174,104602,104695,94,2561,0.0424990085698687,0.962,0.155851038289654,1
"Block_623",11,83417744,84844270.5,-0.0212062539972065,1.46323152580725,141,54661,54729,69,5490,0.0371515100859121,0.962,0.208234116222287,1
"Block_624",11,66160027,67310455,0.0139621609490265,3.00186460404069,141,51886,52100,215,5490,0.0473112237004263,0.964,0.0810518584646793,1
"Block_625",7,127888052,129096537,0.0175700610865605,2.82877983493624,85,266045,266205,161,2152,0.0419228231662099,0.964,0.0888001294638808,1
"Block_626",11,28679066,30296076,-0.0193737936360155,1.97612695087358,137,48024,48125,102,2426,0.046190863193312,0.964,0.146043437977376,1
"Block_627",7,81635465,82100675,0.023220912914831,0.882394690763578,80,262045,262082,38,831,0.029095584534757,0.964,0.336874620989154,1
"Block_628",6,99005125,99323548,-0.0259770433517439,0.46758678033139,69,246485,246502,18,309,0.0180751495147772,0.964,0.515129312721071,1
"Block_629",1,163307616,165017443,0.0173158759874916,2.82248778596114,14,18145,18307,163,5433,0.0434806577761022,0.966,0.0891220108159248,1
"Block_630",10,101180657,102308044,0.0167029417184541,2.80609420870029,135,39904,40071,168,6782,0.0470960433490599,0.966,0.0899222683210064,1
"Block_631",1,156442152,157441473,0.0156443591283546,2.78469592484712,14,17071,17248,178,5433,0.05269606753462,0.966,0.0909910566777932,1
"Block_632",2,147572730,149335477.5,0.0190732947047695,2.46045501691526,27,156131,156259,129,4586,0.0390472311979499,0.966,0.108587830039533,1
"Block_633",3,87370332,87958965.5,-0.0263515460980855,0.421624737569369,35,193020,193035,16,183,0.0172446600595036,0.966,0.54442051575707,1
"Block_634",16,59100991,64944455,-0.0170001151521947,2.80501900011212,182,111399,111563,165,6187,0.0455542138892693,0.968,0.0899827322213903,1
"Block_635",19,47265712,48067719,0.0174123950407267,2.69892123131264,196,139174,139328,155,3817,0.0456164561396645,0.968,0.0951559524042403,1
"Block_636",1,112775497,113850991,0.0185927935229454,2.39847036445996,5,14844,14972,129,1702,0.0439181318788801,0.968,0.112478859864241,1
"Block_637",3,72870573.6666667,73543236,0.0201880436437527,1.71598370971898,32,192440,192524,85,980,0.0426750652209867,0.968,0.17356696110215,1
"Block_638",10,21073164,21644842,0.0203317468352155,1.60620799998202,124,31404,31482,79,2232,0.043297487724939,0.968,0.187455874690345,1
"Block_639",5,16427906.3333333,17376892,0.0154763929339785,2.80122712105011,54,220503,220683,181,2991,0.0526480520843151,0.97,0.0901321136223389,1
"Block_640",8,111811019,116119567,-0.0189108129462097,2.36385161827621,98,280485,280609,125,4575,0.0420971014673166,0.97,0.114696462328323,1
"Block_641",8,63776675,66187829,-0.0186822206839233,2.35395980617433,93,276464,276589,126,2266,0.0441333122302465,0.97,0.115448704383099,1
"Block_642",6,74634112,75871223,-0.0206974576329128,1.34533474613933,65,245106,245170,65,536,0.0442986987812967,0.97,0.228048492048108,1
"Block_643",6,73910861,74513711,0.0218685596527987,1.04969086333434,65,245054,245101,48,536,0.037619216138882,0.97,0.290120020842262,1
"Block_644",4,148182508,148600494,0.0222220885631306,0.888883542525223,50,215177,215216,40,2301,0.0373435718871317,0.97,0.334793951475942,1
"Block_645",4,165541703,165931056,0.0230152252646354,0.851563334791511,51,216515,216551,37,582,0.0309841922467496,0.97,0.346719566651669,1
"Block_646",11,125214128,126072352,0.0163983254877541,2.73852035645493,143,59187,59353,167,4825,0.0505069186707189,0.972,0.0931250766913442,1
"Block_647",11,111050536,111802458,0.0182265686895003,2.58817275390904,143,56720,56861,142,4825,0.0426128229705914,0.972,0.100969378591156,1
"Block_648",7,133029406,134044231,0.0190067603234284,2.28081123881141,85,266734,266853,120,2152,0.0429311476226128,0.972,0.120371177214357,1
"Block_649",10,122644590,123532123,0.0186618544981976,2.2580843942819,135,42455,42575,121,6782,0.0463420229442718,0.972,0.122097955075322,1
"Block_650",6,165170744,166526789,0.0185663348240361,2.24652651370836,71,253250,253370,121,6164,0.047364574200765,0.972,0.122956898130776,1
